,新闻好坏
2115,Postive
2116,Postive
2117,Postive
2118,Postive
2119,Negetive
2120,Negetive
2121,Postive
2122,Postive
2123,Postive
2124,Postive
2125,Postive
2126,Negetive
2127,Postive
2128,Postive
2129,Postive
2130,Postive
2131,Postive
2132,Postive
2133,Postive
2134,Postive
2135,Postive
2136,Postive
2137,Postive
2138,Postive
2139,Postive
2140,Postive
2141,Postive
2142,Postive
2143,Postive
2144,Postive
2145,Postive
2146,Postive
2147,Postive
2148,Postive
2149,Negetive
2150,Postive
2151,Postive
2152,Negetive
2153,Negetive
2154,Postive
2155,Negetive
2156,Negetive
2157,Negetive
2158,Postive
2159,Postive
2160,Postive
2161,Postive
2162,Postive
2163,Postive
2164,Postive
2165,Negetive
2166,Postive
2167,Postive
2168,Postive
2169,Postive
2170,Postive
2171,Postive
2172,Postive
2173,Negetive
2174,Postive
2175,Postive
2176,Postive
2177,Postive
2178,Negetive
2179,Postive
2180,Postive
2181,Postive
2182,Postive
2183,Postive
2184,Postive
2185,Postive
2186,Postive
2187,Postive
2188,Postive
2189,Postive
2190,Postive
2191,Negetive
2192,Negetive
2193,Postive
2194,Postive
2195,Postive
2196,Postive
2197,Postive
2198,Postive
2199,Postive
2200,Postive
2201,Postive
2202,Postive
2203,Postive
2204,Postive
2205,Postive
2206,Postive
2207,Postive
2208,Postive
2209,Postive
2210,Postive
2211,Postive
2212,Postive
2213,Postive
2214,Postive
2215,Negetive
2216,Postive
2217,Postive
2218,Postive
2219,Postive
2220,Postive
2221,Postive
2222,Postive
2223,Postive
2224,Postive
2225,Postive
2226,Postive
2227,Postive
2228,Postive
2229,Postive
2230,Postive
2231,Postive
2232,Postive
2233,Negetive
2234,Postive
2235,Postive
2236,Postive
2237,Postive
2238,Negetive
2239,Postive
2240,Postive
2241,Postive
2242,Postive
2243,Postive
2244,Postive
2245,Postive
2246,Postive
2247,Postive
2248,Postive
2249,Postive
2250,Postive
2251,Postive
2252,Postive
2253,Postive
2254,Postive
2255,Postive
2256,Postive
2257,Postive
2258,Postive
2259,Postive
2260,Postive
2261,Postive
2262,Postive
2263,Postive
2264,Negetive
2265,Postive
2266,Negetive
2267,Negetive
2268,Postive
2269,Postive
2270,Postive
2271,Postive
2272,Postive
2273,Postive
2274,Postive
2275,Postive
2276,Negetive
2277,Postive
2278,Postive
2279,Postive
2280,Postive
2281,Postive
2282,Postive
2283,Postive
2284,Postive
2285,Postive
2286,Postive
2287,Postive
2288,Postive
2289,Postive
2290,Postive
2291,Postive
2292,Postive
2293,Postive
2294,Postive
2295,Postive
2296,Postive
2297,Postive
2298,Postive
2299,Postive
2300,Postive
2301,Postive
2302,Postive
2303,Postive
2304,Postive
2305,Postive
2306,Postive
2307,Postive
2308,Postive
2309,Postive
2310,Postive
2311,Postive
2312,Postive
2313,Postive
2314,Postive
2315,Postive
2316,Postive
2317,Postive
2318,Postive
2319,Postive
2320,Postive
2321,Postive
2322,Postive
2323,Postive
2324,Postive
2325,Postive
2326,Postive
2327,Postive
2328,Postive
2329,Postive
2330,Postive
2331,Postive
2332,Postive
2333,Postive
2334,Postive
2335,Postive
2336,Postive
2337,Postive
2338,Postive
2339,Postive
2340,Postive
2341,Postive
2342,Postive
2343,Postive
2344,Postive
2345,Postive
2346,Postive
2347,Postive
2348,Postive
2349,Postive
2350,Postive
2351,Postive
2352,Postive
2353,Postive
2354,Postive
2355,Postive
2356,Postive
2357,Postive
2358,Postive
2359,Postive
2360,Postive
2361,Postive
2362,Postive
2363,Postive
2364,Postive
2365,Postive
2366,Postive
2367,Postive
2368,Postive
2369,Postive
2370,Postive
2371,Postive
2372,Postive
2373,Postive
2374,Postive
2375,Postive
2376,Negetive
2377,Postive
2378,Postive
2379,Postive
2380,Postive
2381,Postive
2382,Postive
2383,Postive
2384,Negetive
2385,Postive
2386,Postive
2387,Postive
2388,Postive
2389,Postive
2390,Postive
2391,Postive
2392,Postive
2393,Postive
2394,Postive
2395,Postive
2396,Postive
2397,Postive
2398,Postive
2399,Postive
2400,Postive
2401,Postive
2402,Postive
2403,Postive
2404,Negetive
2405,Postive
2406,Postive
2407,Postive
2408,Postive
2409,Postive
2410,Postive
2411,Postive
2412,Postive
2413,Postive
2414,Postive
2415,Postive
2416,Postive
2417,Postive
2418,Postive
2419,Postive
2420,Postive
2421,Postive
2422,Postive
2423,Postive
2424,Postive
2425,Negetive
2426,Postive
2427,Postive
2428,Postive
2429,Postive
2430,Postive
2431,Negetive
2432,Postive
2433,Postive
2434,Postive
2435,Postive
2436,Postive
2437,Postive
2438,Postive
2439,Postive
2440,Postive
2441,Postive
2442,Postive
2443,Postive
2444,Postive
2445,Postive
2446,Postive
2447,Negetive
2448,Negetive
2449,Postive
2450,Postive
2451,Postive
2452,Postive
2453,Postive
2454,Postive
2455,Postive
2456,Postive
2457,Postive
2458,Postive
2459,Postive
2460,Postive
2461,Postive
2462,Postive
2463,Postive
2464,Postive
2465,Postive
2466,Postive
2467,Postive
2468,Postive
2469,Postive
2470,Postive
2471,Postive
2472,Postive
2473,Postive
2474,Postive
2475,Postive
2476,Postive
2477,Postive
2478,Postive
2479,Postive
2480,Postive
2481,Postive
2482,Postive
2483,Postive
2484,Postive
2485,Postive
2486,Postive
2487,Postive
2488,Postive
2489,Postive
2490,Postive
2491,Postive
2492,Postive
2493,Postive
2494,Postive
2495,Postive
2496,Postive
2497,Postive
2498,Postive
2499,Postive
2500,Postive
2501,Postive
2502,Postive
2503,Postive
2504,Postive
2505,Postive
2506,Postive
2507,Postive
2508,Postive
2509,Postive
2510,Postive
2511,Postive
2512,Postive
2513,Postive
2514,Postive
2515,Postive
2516,Postive
2517,Postive
2518,Postive
2519,Postive
2520,Postive
2521,Postive
2522,Postive
2523,Postive
2524,Postive
2525,Postive
2526,Postive
2527,Postive
2528,Postive
2529,Postive
2530,Postive
2531,Postive
2532,Postive
2533,Postive
2534,Postive
2535,Postive
2536,Postive
2537,Postive
2538,Postive
2539,Postive
2540,Postive
2541,Postive
2542,Postive
2543,Postive
2544,Postive
2545,Postive
2546,Postive
2547,Postive
2548,Negetive
2549,Postive
2550,Postive
2551,Postive
2552,Postive
2553,Postive
2554,Negetive
2555,Postive
2556,Postive
2557,Postive
2558,Postive
2559,Postive
2560,Postive
2561,Postive
2562,Postive
2563,Postive
2564,Postive
2565,Postive
2566,Postive
2567,Postive
2568,Postive
2569,Postive
2570,Postive
2571,Postive
2572,Postive
2573,Postive
2574,Postive
2575,Postive
2576,Postive
2577,Postive
2578,Postive
2579,Postive
2580,Postive
2581,Postive
2582,Postive
2583,Postive
2584,Postive
2585,Postive
2586,Postive
2587,Postive
2588,Postive
2589,Postive
2590,Postive
2591,Postive
2592,Postive
2593,Postive
2594,Postive
2595,Postive
2596,Postive
2597,Postive
2598,Postive
2599,Postive
2600,Postive
2601,Postive
2602,Postive
2603,Postive
2604,Postive
2605,Postive
2606,Postive
2607,Postive
2608,Negetive
2609,Postive
2610,Postive
2611,Postive
2612,Postive
2613,Postive
2614,Postive
2615,Postive
2616,Postive
2617,Postive
2618,Postive
2619,Postive
2620,Postive
2621,Postive
2622,Postive
2623,Postive
2624,Postive
2625,Postive
2626,Postive
2627,Postive
2628,Postive
2629,Postive
2630,Postive
2631,Postive
2632,Postive
2633,Negetive
2634,Postive
2635,Postive
2636,Postive
2637,Postive
2638,Postive
2639,Postive
2640,Postive
2641,Postive
2642,Postive
2643,Postive
2644,Postive
2645,Postive
2646,Postive
2647,Postive
2648,Postive
2649,Postive
2650,Postive
2651,Postive
2652,Postive
2653,Postive
2654,Negetive
2655,Postive
2656,Postive
2657,Postive
2658,Negetive
2659,Postive
2660,Postive
2661,Postive
2662,Postive
2663,Postive
2664,Postive
2665,Postive
2666,Postive
2667,Postive
2668,Postive
2669,Postive
2670,Postive
2671,Postive
2672,Postive
2673,Postive
2674,Postive
2675,Postive
2676,Negetive
2677,Postive
2678,Postive
2679,Postive
2680,Postive
2681,Postive
2682,Postive
2683,Postive
2684,Postive
2685,Postive
2686,Postive
2687,Postive
2688,Postive
2689,Postive
2690,Postive
2691,Postive
2692,Postive
2693,Postive
2694,Postive
2695,Postive
2696,Postive
2697,Postive
2698,Postive
2699,Negetive
2700,Postive
2701,Postive
2702,Postive
2703,Postive
2704,Postive
2705,Postive
2706,Postive
2707,Postive
2708,Postive
2709,Postive
2710,Postive
2711,Postive
2712,Postive
2713,Negetive
2714,Postive
2715,Postive
2716,Postive
2717,Postive
2718,Postive
2719,Postive
2720,Postive
2721,Postive
2722,Postive
2723,Postive
2724,Postive
2725,Postive
2726,Postive
2727,Postive
2728,Postive
2729,Postive
2730,Postive
2731,Postive
2732,Postive
2733,Postive
2734,Postive
2735,Postive
2736,Postive
2737,Postive
2738,Postive
2739,Postive
2740,Postive
2741,Postive
2742,Postive
2743,Postive
2744,Postive
2745,Postive
2746,Postive
2747,Postive
2748,Postive
2749,Postive
2750,Postive
2751,Postive
2752,Postive
2753,Postive
2754,Postive
2755,Postive
2756,Postive
2757,Postive
2758,Postive
2759,Postive
2760,Postive
2761,Postive
2762,Postive
2763,Postive
2764,Postive
2765,Postive
2766,Postive
2767,Postive
2768,Postive
2769,Postive
2770,Postive
2771,Postive
2772,Postive
2773,Postive
2774,Postive
2775,Postive
2776,Postive
2777,Postive
2778,Postive
2779,Postive
2780,Postive
2781,Postive
2782,Postive
2783,Postive
2784,Postive
2785,Postive
2786,Postive
2787,Postive
2788,Postive
2789,Postive
2790,Postive
2791,Postive
2792,Postive
2793,Postive
2794,Postive
2795,Postive
2796,Postive
2797,Postive
2798,Postive
2799,Postive
2800,Postive
2801,Postive
2802,Postive
2803,Postive
2804,Postive
2805,Postive
2806,Postive
2807,Postive
2808,Postive
2809,Postive
2810,Postive
2811,Postive
2812,Postive
2813,Postive
2814,Postive
2815,Postive
2816,Postive
2817,Postive
2818,Postive
2819,Postive
2820,Postive
2821,Postive
2822,Postive
2823,Postive
2824,Postive
2825,Postive
2826,Postive
2827,Postive
2828,Postive
2829,Postive
2830,Postive
2831,Postive
2832,Postive
2833,Postive
2834,Postive
2835,Postive
2836,Postive
2837,Postive
2838,Postive
2839,Postive
2840,Postive
2841,Postive
2842,Postive
2843,Postive
2844,Postive
2845,Postive
2846,Postive
2847,Postive
2848,Postive
2849,Postive
2850,Postive
2851,Postive
2852,Postive
2853,Postive
2854,Postive
2855,Postive
2856,Postive
2857,Postive
2858,Postive
2859,Postive
2860,Postive
2861,Postive
2862,Postive
2863,Postive
2864,Postive
2865,Postive
2866,Postive
2867,Postive
2868,Postive
2869,Postive
2870,Postive
2871,Postive
2872,Postive
2873,Postive
2874,Postive
2875,Postive
2876,Postive
2877,Postive
2878,Postive
2879,Postive
2880,Postive
2881,Postive
2882,Postive
2883,Postive
2884,Postive
2885,Postive
2886,Postive
2887,Postive
2888,Postive
2889,Postive
2890,Postive
2891,Postive
2892,Postive
2893,Negetive
2894,Postive
2895,Postive
2896,Postive
2897,Postive
2898,Postive
2899,Postive
2900,Postive
2901,Postive
2902,Postive
2903,Postive
2904,Postive
2905,Postive
2906,Postive
2907,Postive
2908,Postive
2909,Postive
2910,Postive
2911,Postive
2912,Postive
2913,Postive
2914,Postive
2915,Postive
2916,Postive
2917,Postive
2918,Postive
2919,Postive
2920,Postive
2921,Postive
2922,Postive
2923,Postive
2924,Postive
2925,Postive
2926,Postive
2927,Postive
2928,Postive
2929,Postive
2930,Postive
2931,Postive
2932,Postive
2933,Postive
2934,Postive
2935,Postive
2936,Postive
2937,Postive
2938,Postive
2939,Postive
2940,Postive
2941,Postive
2942,Postive
2943,Postive
2944,Postive
2945,Postive
2946,Postive
2947,Postive
2948,Postive
2949,Postive
2950,Postive
2951,Postive
2952,Postive
2953,Negetive
2954,Negetive
2955,Postive
2956,Postive
2957,Postive
2958,Postive
2959,Postive
2960,Negetive
2961,Postive
2962,Postive
2963,Postive
2964,Postive
2965,Negetive
2966,Postive
2967,Postive
2968,Postive
2969,Negetive
2970,Postive
2971,Postive
2972,Negetive
2973,Postive
2974,Postive
2975,Postive
2976,Postive
2977,Postive
2978,Postive
2979,Postive
2980,Negetive
2981,Postive
2982,Negetive
2983,Postive
2984,Postive
2985,Negetive
2986,Negetive
2987,Postive
2988,Postive
2989,Postive
2990,Postive
2991,Postive
2992,Postive
2993,Postive
2994,Postive
2995,Postive
2996,Postive
2997,Postive
2998,Postive
2999,Negetive
3000,Postive
3001,Postive
3002,Postive
3003,Negetive
3004,Postive
3005,Postive
3006,Negetive
3007,Postive
3008,Negetive
3009,Negetive
3010,Postive
3011,Postive
3012,Postive
3013,Negetive
3014,Postive
3015,Postive
3016,Postive
3017,Postive
3018,Postive
3019,Negetive
3020,Negetive
3021,Postive
3022,Postive
3023,Postive
3024,Negetive
3025,Negetive
3026,Postive
3027,Negetive
3028,Postive
3029,Negetive
3030,Negetive
3031,Postive
3032,Postive
3033,Negetive
3034,Postive
3035,Postive
3036,Postive
3037,Negetive
3038,Postive
3039,Postive
3040,Postive
3041,Postive
3042,Postive
3043,Postive
3044,Postive
3045,Postive
3046,Postive
3047,Negetive
3048,Negetive
3049,Postive
3050,Postive
3051,Postive
3052,Postive
3053,Postive
3054,Postive
3055,Postive
3056,Postive
3057,Postive
3058,Postive
3059,Postive
3060,Postive
3061,Postive
3062,Postive
3063,Postive
3064,Postive
3065,Postive
3066,Postive
3067,Postive
3068,Postive
3069,Postive
3070,Postive
3071,Postive
3072,Postive
3073,Postive
3074,Postive
3075,Postive
3076,Postive
3077,Postive
3078,Postive
3079,Postive
3080,Postive
3081,Postive
3082,Postive
3083,Postive
3084,Postive
3085,Postive
3086,Postive
3087,Postive
3088,Postive
3089,Postive
3090,Postive
3091,Postive
3092,Postive
3093,Postive
3094,Postive
3095,Postive
3096,Postive
3097,Postive
3098,Postive
3099,Postive
3100,Postive
3101,Postive
3102,Postive
3103,Postive
3104,Postive
3105,Postive
3106,Postive
3107,Postive
3108,Postive
3109,Postive
3110,Postive
3111,Postive
3112,Postive
3113,Postive
3114,Postive
3115,Postive
3116,Postive
3117,Postive
3118,Postive
3119,Postive
3120,Postive
3121,Negetive
3122,Postive
3123,Postive
3124,Postive
3125,Postive
3126,Postive
3127,Postive
3128,Postive
3129,Postive
3130,Postive
3131,Postive
3132,Postive
3133,Postive
3134,Postive
3135,Postive
3136,Negetive
3137,Postive
3138,Postive
3139,Postive
3140,Postive
3141,Postive
3142,Postive
3143,Postive
3144,Postive
3145,Postive
3146,Postive
3147,Postive
3148,Postive
3149,Postive
3150,Postive
3151,Postive
3152,Postive
3153,Postive
3154,Postive
3155,Postive
3156,Postive
3157,Postive
3158,Postive
3159,Postive
3160,Postive
3161,Postive
3162,Postive
3163,Postive
3164,Postive
3165,Postive
3166,Postive
3167,Postive
3168,Postive
3169,Postive
3170,Postive
3171,Postive
3172,Postive
3173,Postive
3174,Postive
3175,Negetive
3176,Postive
3177,Postive
3178,Postive
3179,Postive
3180,Postive
3181,Postive
3182,Postive
3183,Postive
3184,Postive
3185,Postive
3186,Postive
3187,Postive
3188,Postive
3189,Postive
3190,Postive
3191,Postive
3192,Negetive
3193,Negetive
3194,Postive
3195,Postive
3196,Postive
3197,Postive
3198,Postive
3199,Postive
3200,Postive
3201,Postive
3202,Postive
3203,Postive
3204,Postive
3205,Postive
3206,Postive
3207,Postive
3208,Postive
3209,Postive
3210,Postive
3211,Postive
3212,Postive
3213,Postive
3214,Postive
3215,Negetive
3216,Postive
3217,Postive
3218,Postive
3219,Postive
3220,Postive
3221,Postive
3222,Postive
3223,Postive
3224,Postive
3225,Postive
3226,Postive
3227,Postive
3228,Postive
3229,Postive
3230,Postive
3231,Postive
3232,Postive
3233,Postive
3234,Postive
3235,Postive
3236,Postive
3237,Postive
3238,Postive
3239,Postive
3240,Postive
3241,Postive
3242,Postive
3243,Postive
3244,Postive
3245,Postive
3246,Postive
3247,Postive
3248,Postive
3249,Postive
3250,Postive
3251,Postive
3252,Postive
3253,Postive
3254,Postive
3255,Postive
3256,Postive
3257,Postive
3258,Postive
3259,Postive
3260,Postive
3261,Postive
3262,Postive
3263,Postive
3264,Postive
3265,Postive
3266,Postive
3267,Postive
3268,Postive
3269,Postive
3270,Postive
3271,Postive
3272,Postive
3273,Postive
3274,Postive
3275,Postive
3276,Postive
3277,Postive
3278,Postive
3279,Postive
3280,Postive
3281,Postive
3282,Postive
3283,Postive
3284,Postive
3285,Postive
3286,Postive
3287,Postive
3288,Postive
3289,Postive
3290,Postive
3291,Postive
3292,Postive
3293,Postive
3294,Postive
3295,Postive
3296,Postive
3297,Postive
3298,Postive
3299,Postive
3300,Postive
3301,Postive
3302,Postive
3303,Postive
3304,Postive
3305,Postive
3306,Postive
3307,Postive
3308,Postive
3309,Postive
3310,Postive
3311,Postive
3312,Postive
3313,Postive
3314,Postive
3315,Postive
3316,Negetive
3317,Postive
3318,Postive
3319,Negetive
3320,Postive
3321,Postive
3322,Postive
3323,Postive
3324,Postive
3325,Postive
3326,Postive
3327,Postive
3328,Postive
3329,Negetive
3330,Postive
3331,Postive
3332,Postive
3333,Postive
3334,Postive
3335,Postive
3336,Postive
3337,Postive
3338,Postive
3339,Postive
3340,Negetive
3341,Postive
3342,Negetive
3343,Negetive
3344,Negetive
3345,Negetive
3346,Postive
3347,Postive
3348,Postive
3349,Postive
3350,Postive
3351,Postive
3352,Postive
3353,Postive
3354,Postive
3355,Postive
3356,Postive
3357,Postive
3358,Postive
3359,Postive
3360,Postive
3361,Postive
3362,Postive
3363,Postive
3364,Postive
3365,Postive
3366,Postive
3367,Postive
3368,Postive
3369,Postive
3370,Postive
3371,Postive
3372,Postive
3373,Postive
3374,Postive
3375,Postive
3376,Postive
3377,Postive
3378,Postive
3379,Postive
3380,Postive
3381,Postive
3382,Postive
3383,Postive
3384,Postive
3385,Postive
3386,Postive
3387,Postive
3388,Postive
3389,Postive
3390,Postive
3391,Postive
3392,Postive
3393,Postive
3394,Postive
3395,Postive
3396,Postive
3397,Postive
3398,Postive
3399,Postive
3400,Postive
3401,Postive
3402,Postive
3403,Postive
3404,Postive
3405,Postive
3406,Postive
3407,Postive
3408,Postive
3409,Postive
3410,Postive
3411,Postive
3412,Postive
3413,Postive
3414,Postive
3415,Postive
3416,Postive
3417,Postive
3418,Postive
3419,Postive
3420,Postive
3421,Postive
3422,Postive
3423,Postive
3424,Postive
3425,Postive
3426,Postive
3427,Postive
3428,Postive
3429,Postive
3430,Postive
3431,Postive
3432,Postive
3433,Postive
3434,Postive
3435,Postive
3436,Postive
3437,Postive
3438,Postive
3439,Postive
3440,Postive
3441,Postive
3442,Postive
3443,Postive
3444,Postive
3445,Postive
3446,Postive
3447,Postive
3448,Postive
3449,Postive
3450,Postive
3451,Postive
3452,Postive
3453,Postive
3454,Postive
3455,Postive
3456,Postive
3457,Postive
3458,Postive
3459,Postive
3460,Postive
3461,Postive
3462,Postive
3463,Postive
3464,Postive
3465,Postive
3466,Postive
3467,Postive
3468,Postive
3469,Negetive
3470,Negetive
3471,Postive
3472,Postive
3473,Postive
3474,Postive
3475,Postive
3476,Postive
3477,Postive
3478,Postive
3479,Postive
3480,Postive
3481,Postive
3482,Postive
3483,Postive
3484,Postive
3485,Postive
3486,Negetive
3487,Postive
3488,Postive
3489,Postive
3490,Negetive
3491,Postive
3492,Postive
3493,Postive
3494,Postive
3495,Postive
3496,Postive
3497,Postive
3498,Postive
3499,Postive
3500,Postive
3501,Postive
3502,Postive
3503,Postive
3504,Postive
3505,Postive
3506,Postive
3507,Postive
3508,Postive
3509,Postive
3510,Postive
3511,Postive
3512,Postive
3513,Postive
3514,Postive
3515,Postive
3516,Postive
3517,Postive
3518,Postive
3519,Postive
3520,Postive
3521,Postive
3522,Postive
3523,Postive
3524,Postive
3525,Negetive
3526,Postive
3527,Postive
3528,Postive
3529,Postive
3530,Postive
3531,Postive
3532,Postive
3533,Postive
3534,Postive
3535,Postive
3536,Postive
3537,Postive
3538,Negetive
3539,Postive
3540,Postive
3541,Postive
3542,Postive
3543,Postive
3544,Postive
3545,Postive
3546,Negetive
3547,Postive
3548,Postive
3549,Postive
3550,Postive
3551,Postive
3552,Postive
3553,Postive
3554,Postive
3555,Postive
3556,Negetive
3557,Postive
3558,Postive
3559,Postive
3560,Postive
3561,Postive
3562,Postive
3563,Postive
3564,Negetive
3565,Postive
3566,Postive
3567,Postive
3568,Postive
3569,Postive
3570,Postive
3571,Postive
3572,Postive
3573,Postive
3574,Postive
3575,Postive
3576,Postive
3577,Postive
3578,Negetive
3579,Postive
3580,Postive
3581,Postive
3582,Negetive
3583,Postive
3584,Postive
3585,Postive
3586,Negetive
3587,Postive
3588,Postive
3589,Postive
3590,Postive
3591,Postive
3592,Postive
3593,Negetive
3594,Postive
3595,Postive
3596,Postive
3597,Postive
3598,Postive
3599,Negetive
3600,Postive
3601,Postive
3602,Postive
3603,Postive
3604,Postive
3605,Postive
3606,Postive
3607,Postive
3608,Postive
3609,Postive
3610,Postive
3611,Negetive
3612,Postive
3613,Postive
3614,Postive
3615,Postive
3616,Postive
3617,Postive
3618,Postive
3619,Postive
3620,Postive
3621,Postive
3622,Postive
3623,Postive
3624,Postive
3625,Postive
3626,Postive
3627,Postive
3628,Postive
3629,Postive
3630,Postive
3631,Postive
3632,Postive
3633,Postive
3634,Postive
3635,Postive
3636,Postive
3637,Negetive
3638,Postive
3639,Postive
3640,Postive
3641,Postive
3642,Postive
3643,Postive
3644,Postive
3645,Postive
3646,Postive
3647,Postive
3648,Postive
3649,Negetive
3650,Negetive
3651,Postive
3652,Postive
3653,Postive
3654,Negetive
3655,Postive
3656,Postive
3657,Postive
3658,Postive
3659,Negetive
3660,Postive
3661,Postive
3662,Postive
3663,Postive
3664,Postive
3665,Postive
3666,Postive
3667,Postive
3668,Postive
3669,Postive
3670,Postive
3671,Postive
3672,Postive
3673,Postive
3674,Postive
3675,Postive
3676,Postive
3677,Postive
3678,Postive
3679,Postive
3680,Postive
3681,Postive
3682,Postive
3683,Postive
3684,Postive
3685,Postive
3686,Postive
3687,Postive
3688,Postive
3689,Postive
3690,Postive
3691,Negetive
3692,Postive
3693,Postive
3694,Postive
3695,Postive
3696,Postive
3697,Postive
3698,Postive
3699,Postive
3700,Postive
3701,Postive
3702,Postive
3703,Postive
3704,Postive
3705,Postive
3706,Postive
3707,Postive
3708,Postive
3709,Postive
3710,Postive
3711,Postive
3712,Postive
3713,Postive
3714,Postive
3715,Postive
3716,Postive
3717,Postive
3718,Postive
3719,Postive
3720,Postive
3721,Postive
3722,Postive
3723,Postive
3724,Postive
3725,Postive
3726,Postive
3727,Postive
3728,Postive
3729,Postive
3730,Postive
3731,Postive
3732,Postive
3733,Postive
3734,Postive
3735,Postive
3736,Postive
3737,Postive
3738,Postive
3739,Postive
3740,Postive
3741,Postive
3742,Postive
3743,Postive
3744,Postive
3745,Postive
3746,Postive
3747,Postive
3748,Postive
3749,Postive
3750,Postive
3751,Postive
3752,Postive
3753,Postive
3754,Negetive
3755,Postive
3756,Postive
3757,Postive
3758,Postive
3759,Postive
3760,Postive
3761,Postive
3762,Postive
3763,Postive
3764,Postive
3765,Negetive
3766,Postive
3767,Postive
3768,Postive
3769,Postive
3770,Negetive
3771,Postive
3772,Negetive
3773,Negetive
3774,Negetive
3775,Postive
3776,Postive
3777,Postive
3778,Negetive
3779,Postive
3780,Postive
3781,Postive
3782,Postive
3783,Postive
3784,Postive
3785,Postive
3786,Postive
3787,Postive
3788,Postive
3789,Postive
3790,Postive
3791,Postive
3792,Postive
3793,Postive
3794,Postive
3795,Postive
3796,Postive
3797,Postive
3798,Postive
3799,Postive
3800,Postive
3801,Postive
3802,Postive
3803,Postive
3804,Postive
3805,Postive
3806,Postive
3807,Postive
3808,Postive
3809,Negetive
3810,Postive
3811,Postive
3812,Postive
3813,Postive
3814,Postive
3815,Postive
3816,Postive
3817,Postive
3818,Postive
3819,Postive
3820,Postive
3821,Postive
3822,Postive
3823,Postive
3824,Negetive
3825,Postive
3826,Postive
3827,Postive
3828,Postive
3829,Postive
3830,Postive
3831,Postive
3832,Postive
3833,Postive
3834,Postive
3835,Postive
3836,Postive
3837,Postive
3838,Postive
3839,Postive
3840,Postive
3841,Postive
3842,Negetive
3843,Postive
3844,Postive
3845,Postive
3846,Postive
3847,Postive
3848,Postive
3849,Postive
3850,Postive
3851,Postive
3852,Postive
3853,Postive
3854,Postive
3855,Negetive
3856,Postive
3857,Postive
3858,Postive
3859,Postive
3860,Postive
3861,Postive
3862,Postive
3863,Postive
3864,Negetive
3865,Postive
3866,Postive
3867,Postive
3868,Postive
3869,Postive
3870,Postive
3871,Postive
3872,Postive
3873,Postive
3874,Negetive
3875,Postive
3876,Postive
3877,Postive
3878,Negetive
3879,Postive
3880,Postive
3881,Postive
3882,Postive
3883,Postive
3884,Postive
3885,Postive
3886,Postive
3887,Postive
3888,Postive
3889,Postive
3890,Postive
3891,Postive
3892,Postive
3893,Postive
3894,Negetive
3895,Postive
3896,Postive
3897,Postive
3898,Postive
3899,Postive
3900,Negetive
3901,Postive
3902,Negetive
3903,Postive
3904,Postive
3905,Postive
3906,Postive
3907,Postive
3908,Postive
3909,Postive
3910,Postive
3911,Postive
3912,Postive
3913,Postive
3914,Postive
3915,Postive
3916,Postive
3917,Postive
3918,Postive
3919,Postive
3920,Postive
3921,Postive
3922,Postive
3923,Postive
3924,Postive
3925,Postive
3926,Postive
3927,Postive
3928,Postive
3929,Postive
3930,Postive
3931,Postive
3932,Postive
3933,Postive
3934,Postive
3935,Postive
3936,Postive
3937,Postive
3938,Postive
3939,Postive
3940,Postive
3941,Postive
3942,Postive
3943,Postive
3944,Postive
3945,Postive
3946,Postive
3947,Postive
3948,Postive
3949,Postive
3950,Negetive
3951,Postive
3952,Postive
3953,Postive
3954,Negetive
3955,Postive
3956,Postive
3957,Negetive
3958,Postive
3959,Postive
3960,Postive
3961,Postive
3962,Postive
3963,Postive
3964,Postive
3965,Postive
3966,Negetive
3967,Postive
3968,Postive
3969,Postive
3970,Postive
3971,Postive
3972,Postive
3973,Postive
3974,Postive
3975,Postive
3976,Postive
3977,Postive
3978,Postive
3979,Postive
3980,Postive
3981,Postive
3982,Postive
3983,Postive
3984,Postive
3985,Postive
3986,Postive
3987,Postive
3988,Postive
3989,Postive
3990,Postive
3991,Postive
3992,Postive
3993,Postive
3994,Postive
3995,Postive
3996,Postive
3997,Postive
3998,Postive
3999,Postive
4000,Postive
4001,Postive
4002,Postive
4003,Postive
4004,Postive
4005,Postive
4006,Postive
4007,Postive
4008,Postive
4009,Postive
4010,Postive
4011,Postive
4012,Postive
4013,Postive
4014,Postive
4015,Postive
4016,Postive
4017,Postive
4018,Negetive
4019,Postive
4020,Postive
4021,Postive
4022,Postive
4023,Postive
4024,Postive
4025,Postive
4026,Postive
4027,Negetive
4028,Postive
4029,Postive
4030,Postive
4031,Postive
4032,Postive
4033,Postive
4034,Negetive
4035,Postive
4036,Postive
4037,Postive
4038,Postive
4039,Postive
4040,Postive
4041,Postive
4042,Negetive
4043,Postive
4044,Postive
4045,Postive
4046,Postive
4047,Postive
4048,Postive
4049,Postive
4050,Postive
4051,Postive
4052,Postive
4053,Postive
4054,Postive
4055,Postive
4056,Postive
4057,Postive
4058,Postive
4059,Postive
4060,Postive
4061,Postive
4062,Postive
4063,Postive
4064,Postive
4065,Postive
4066,Postive
4067,Postive
4068,Postive
4069,Postive
4070,Postive
4071,Postive
4072,Postive
4073,Postive
4074,Postive
4075,Postive
4076,Postive
4077,Postive
4078,Postive
4079,Postive
4080,Postive
4081,Postive
4082,Postive
4083,Postive
4084,Postive
4085,Postive
4086,Postive
4087,Postive
4088,Postive
4089,Postive
4090,Postive
4091,Postive
4092,Postive
4093,Postive
4094,Postive
4095,Postive
